Gen 1:1  Na_początku stworzył Bóg ** niebo i_** ziemię.
Gen 43:7  I_odpowiedzieli: Wypytując, pytał_mąż nas o_rodzinie_naszej, mówiąc: Czy_jeszcze ojciec_wasz żyje? Czy (macie) brata? I_odpowiedzieliśmy_mu według słów, tych. Czy_[wiedząc], mogliśmy_wiedzieć, że powie: Sprowadźcie_go **_brata_waszego.
Gen 43:8  I_powiedział Juda do_Izraela ojca_swego. Poślij tego_młodzieńca ze_mną, a_wstaniemy i_pójdziemy, i_przeżyjemy, a_nie pomrzemy, **_my, także_ty (a)_także_dzieci_nasze.
Gen 43:9  Ja ręczę_za_niego, z_ręki_mojej zażądasz_go. Jeśli_nie przyprowadzę_go do_ciebie, i_się_stawię przed_obliczem_twoim, a_będę_grzeszny przed_tobą całe_życie.
Gen 43:10  Bo, jeśli_nie zwlekalibyśmy, **_teraz wrócilibyśmy (już)_tu dwa_razy.
Gen 43:11  I_powiedział do_nich Izrael, ojciec_ich: Jeśli_tak, zatem to uczyńcie, weźcie z_płodów tej_ziemi do_worów_waszych, i_znieście człowiekowi (w)_darze, trochę wonnej_żywicy, i_trochę miodu, wonnych_korzeni i_olejków, pistacji i_migdałów.
Gen 43:12  I_srebro podwójne weźcie w_rękach_waszych. A_**_srebro, które_z_powrotem_(złożone) w_otwory worów_waszych, zwrócicie waszymi_rękami. Może pomyłka to_(była).
Gen 43:13  I_**_brata_waszego weźcie, i_wstańcie, wracajcie do_tego_męża.
Gen 43:14  A_Bóg Wszechmogący, niech_da wam miłosierdzie przed tym_mężem, i_wypuści wam**_brata_waszego, jednego i_**_Beniamina, a_ja, ponieważ mam_być_pozbawiony_dzieci, będę_pozbawiony_dzieci.
Gen 43:15  I_wzięli ci_mężowie **_dar ten, i_podwójne_srebro wzięli w_ręce_swoje, i_**_Beniamina, i_powstali, i_zeszli (do)_Egiptu, i_stanęli przed_obliczem Józefa.
Gen 43:16  I_zobaczył Józef z_nimi **_Beniamina, i_powiedział do_(tego)_który_(był) nad_domem_jego: Wprowadź **_tych_ludzi do_domu, i_zabij zwierzę_(na_ubój) i_przygotuj, bo ze_mną będą_jedli ci_ludzie w_południe.
Gen 43:17  I_uczynił ten_mąż, jak powiedział Józef. I_przyprowadził ten_mąż **_tych_ludzi do_domu Józefa.
Gen 43:18  I_bali_się ci_ludzie, bo zostali_sprowadzeni (do)_domu Józefa i_mówili: Z_powodu tego_srebra, zwróconych do_worów_naszych przedtem, my_(jesteśmy) sprowadzeni, aby_(mógł_się)_rzucić na_nas, i_napaść na_nas, i_wziąć nas na_niewolników i_**_osły_nasze.
Gen 43:19  I_zbliżyli_się do_tego_męża, który_(był) nad_domem Józefa, i_mówili do_niego (przy)_wejściu domu.
Gen 43:20  I_powiedzieli: Pozwól, panie_mój![Przychodząc], przychodziliśmy przedtem, aby_zakupić_żywności.
Gen 43:21  A_stało_się, gdy_przybyliśmy do_gospody i_otworzyliśmy **_wory_nasze oto srebro_każdego w_otworze wora_jego, srebro_nasze w_wadze_swojej. I_z_powrotem_przynieśliśmy to w_rękach_naszych.
Gen 43:22  I_srebro inne przynieśliśmy w_rękach_naszych, aby_zakupić_żywności. Nie wiemy, kto_włożył srebro_nasze do_worów_naszych.
Gen 43:23  A_(on)_powiedział: Pokój wam, nie_lękajcie_się! Bóg_wasz i_Bóg ojca_waszego dał wam skarb w_workach_waszych. Srebro_wasze przyszło do_mnie. I_wyprowadził do_nich **_Symeona.
Gen 43:24  I_wprowadził ten_człowiek **_tych_ludzi do_domu Józefa, i_dał_wody, i_obmyli nogi_swoje, i_dał paszę dla_osłów_ich.
Gen 43:25  A_(oni)_przygotowali **_dary, zanim_przyjdzie Józef w_południe, bo słyszeli, że_tam będą_jedli posiłek.
Gen 43:26  I_przyszedł Józef do_domu, i_złożyli mu **_dary, które_(były)_w_rękach_ich, do_domu, i_oddali_pokłon_mu do_ziemi.
Gen 43:27  I_pytał ich o_zdrowie, i_rzekł: Czy_zdrowy ojciec_wasz stary, (o)_którym mówiliście? Czy_jeszcze żyje?
Gen 43:28  I_odrzekli: Zdrowy sługa_twój, ojciec_nasz, jeszcze żyje. I_padli, i_oddali_pokłon. ***
Gen 43:29  I_podniósł oczy_swe, i_ujrzał **_Beniamina brata_swego, syna_matki_swojej. I_powiedział: Czy_to brat_wasz najmłodszy, (o)_którym mówiliście mi? Potem_powiedział: Bóg niech_będzie_łaskawy_ci, synu_mój.
Gen 43:30  I_pospieszył Józef, bo_wzrosły uczucia_jego do_brata_swojego, i_poszukał_(miejsca), aby_płakać. I_wszedł do_pokoju i_płakał tam.
Gen 43:31  I_obmył twarz_swoją, i_wyszedł, i_opanował_się, i_powiedział: Podajcie posiłek.
Gen 43:32  I_podano jemu osobno, i_dla_nich osobno, i_dla_Egipcjan jedzących z_nim osobno, bo nie mogą Egipcjanie jeść z_Hebrajczykami posiłku, bo_obrzydzeniem to_(było) dla_Egipcjan.
Gen 43:33  I_usiedli naprzeciw_niego, pierworodny według_pierworództwa_swojego, i_najmłodszy według_młodości_swojej, i_byli_zdumieni ci_ludzie, (patrząc)_jeden na_drugiego.
Gen 43:34  I_przyniesiono porcje sprzed oblicza_jego do_nich. A_była_największa porcja Beniamina z_porcji wszystkich,_pięć razy. I_pili, i_podpili_sobie z_nim.
Gen 44:1  I_rozkazał **_(temu),_który (był)_nad_domem_jego, mówiąc: Napełnij **_wory tych_ludzi żywnością, tyle_ile mogą unieść, i_włóż srebro_każdemu w_otwór wora_jego.
Gen 44:2  A_**_puchar_mój, puchar srebrny, włóż w_otwór wora najmłodszego ze srebrem (za)_zboże_jego. I_uczynił według_polecenia Józefa, które powiedział.
Gen 44:3  Rankiem (gdy)_zaświtało tych_ludzi odesłano, ich i_osły_ich.
Gen 44:4  Oni wyszli z_miasta, nie odeszli_daleko, a_Józef powiedział do_(tego),_który_(był) nad_domem_jego: Wstań, pogoń za tymi_ludźmi! A_kiedy_dogonisz_ich, powiesz do_nich: Dlaczego płacicie złem w_miejsce dobra?
Gen 44:5  Czyż_(to)_nie ten, (z)_którego pija pan_mój,[z_niego], i_on [przepowiadając], przepowiada z_niego? Zło_sprawiliście, (przez_to)_co uczyniliście.
Gen 44:6  I_dogonił_ich i_powiedział im **_słowa, te.
Gen 44:7  I_powiedzieli mu: Dlaczego mówisz panie_mój takie_jak_słowa te? Niegodne_to sług_twoich, (aby)_czynić takie_jak_rzeczy, te!
Gen 44:8  To srebro, które znaleźliśmy w_otworach worów_naszych zwróciliśmy tobie z_ziemi Kanaan. Jakże_więc ukradliśmy z_domu pana_twego srebro, czy złoto.
Gen 44:9  (U)_którego zostanie_znalezione [u_niego], z_sług_twoich umrze, a_także_my będziemy panie_mój za_niewolników.
Gen 44:10  I_powiedział: Zatem_teraz według_słów_waszych tak_(będzie). U_którego zostanie_znaleziony [u_niego] będzie_moim niewolnikiem, a_wy będziecie niewinni.
Gen 44:11  I_pośpieszyli, i_zdjęli każdy **_wór_swój na_ziemię i_otworzyli każdy wór_swój.
Gen 44:12  I_przeszukiwał, od_najstarszego zaczął, a_na_najmłodszym zakończył. I_znalazł puchar w_worze Beniamina.
Gen 44:13  I_rozdarli suknie_swoje! I_załadował każdy na_osła_swojego, i_wrócili do_miasta.
Gen 44:14  I_weszli Juda i_bracia_jego do_domu Józefa, a_on jeszcze (był)_tam, i_upadli przed_nim na_ziemię.
Gen 44:15  I_powiedział do_nich Józef: Co_za_czyn, to, który uczyniliście? Czyż_nie wiedzieliście, że_[przepowiadając] przepowie człowiek, taki jak_ja.
Gen 44:16  I_powiedział Juda: Cóż_powiemy, panie_mój, cóż_będziemy_mówić, i_co_nas_usprawiedliwi? Bóg znalazł **_winę sług_twoich. Oto_my, niewolnikami pana_mojego, także_my, oraz (ten_u)_którego_znaleziono puchar, w_ręku_jego.
Gen 44:17  I_rzekł: Niegodne mnie, aby_uczynił to. Ten_mąż, u_którego znaleziono puchar, w_ręku_jego, on będzie_moim niewolnikiem, a_wy idźcie w_pokoju do_ojca_waszego.
Gen 44:18  Wtedy_zbliżył_się do_niego Juda i_powiedział: O, panie_mój, niech_przemówi_proszę sługa_twój słowo w_uszy pana_mojego. I_niech_nie_zapala_się gniew_twój przeciw_słudze_twojemu, bo **_tyś jak_faraon.
Gen 44:19  Pan_mój pytał **_sług_swoich, mówiąc: Czy_jest_u_was ojciec lub_brat?
Gen 44:20  I_powiedzieliśmy do_pana_mojego: Jest_nam ojciec stary i_chłopiec starości, mały, a_brat_jego umarł. I_pozostał on sam po_matce_swojej, a_ojciec_jego pokochał_go.
Gen 44:21  I_powiedziałeś do_sług_twoich: Sprowadźcie_go do_mnie, abym_podniósł oko_moje na_niego.
Gen 44:22  I_powiedzieliśmy do_pana_mojego: Nie_może młodzieniec opuścić **_ojca_swojego, (bo_jeśli)_opuści **_ojciec_jego umrze.
Gen 44:23  I_powiedziałeś do_sług_twoich: Jeśli_nie zejdzie brat_wasz najmłodszy z_wami, nie pozwolę_wam_więcej widzieć oblicza_mojego.
Gen 44:24  A_stało_się, gdy wstąpiliśmy do_sługi_twojego, ojca_mojego, i_(kiedy)_opowiedzieliśmy_mu ** słowa pana_mojego.
Gen 44:25  To_powiedział ojciec_nasz: Wróćcie zakupcie_dla_nas trochę_żywności.
Gen 44:26  I_powiedzieliśmy: Nie możemy zejść. Jeśli_będzie brat_nasz najmłodszy z_nami zejdziemy, bo_nie możemy zobaczyć oblicza tego_męża, (jeśli)_brat_nasz najmłodszy nie_(będzie) z_nami.
Gen 44:27  I_powiedział sługa_twój, ojciec_nasz do_nas: Wy wiecie, że dwóch urodziła_mi żona_moja.
Gen 44:28  I_wyszedł jeden ode_mnie, i_mówię: Zapewne,[rozszarpując] został_rozszarpanym i_nie widziałem_go aż_dotąd.
Gen 44:29  A_(jeśli)_weźmiecie także_**_tego sprzed oblicza_mego, i_spotka_go nieszczęście, (to)_sprowadzicie **_siwiznę_moją w_rozpaczy do_Szeolu.
Gen 44:30  A_teraz, jakie_(byłoby)_przybycie_moje do_sługi_twojego, ojca_mojego gdy_młodzieńca nie_(byłoby) z_nami, a_dusza_jego przywiązana z_duszą_jego,
Gen 44:31  a_będzie_(tak), kiedy_ujrzy, że_nie_(ma) chłopca, i_umrze. I_sprowadzą słudzy_twoi **_siwiznę sługi_twojego, ojca_naszego w_żalu do_Szeolu.
Gen 44:32  Bo sługa_twój poręczył za_młodzieńca przed ojcem_moim, mówiąc: Jeśli_nie przyprowadzę_go do_ciebie, będę_grzeszny dla_ojca_mojego (przez)_wszystkie_dni.
Gen 44:33  A_teraz niech_zostanie_proszę sługa_twój zamiast młodzieńca niewolnikiem pana_mojego, młodzieniec niech_pójdzie z_braćmi_swoimi.
Gen 44:34  Bo_jak pójdę do_ojca_mego, gdy_młodzieńca nie_będzie ze_mną. Niechaj_nie ujrzę nieszczęścia, które spotka **_ojca_mojego.
Gen 45:1  I_nie_mógł Józef dalej_wstrzymywać_się wobec_wszystkich stojących przed_nim, i_zawołał: Wyjdźcie wszyscy_**, ode_mnie! I_nie_został żaden z_nim, gdy_dał_poznać_się Józef **_braciom_swoim.
Gen 45:2  I_dał **_głosowi_swojemu (zamienić_się)_w_płacz, i_usłyszeli Egipcjanie, i_usłyszał dom faraona.
Gen 45:3  I_powiedział Józef do_braci_swoich: Ja_(jestem) Józef. Czy_jeszcze ojciec_mój żyje? I_nie_mogli bracia_jego odpowiedzieć mu, bo przerazili_się przed_obliczem_jego.
Gen 45:4  I_powiedział Józef do_braci_swoich: Zbliżcie_się,_proszę, do_mnie. I_zbliżyli_się. I_powiedział: Ja_(jestem) Józef brat_wasz, którego_sprzedaliście, mnie do_Egiptu.
Gen 45:5  A_teraz nie_smućcie_się, i_niech_nie_płonie w_oczach_waszych, bo_sprzedaliście mnie tutaj, żeby zachować_życie, posłał_mnie Bóg przed_wami.
Gen 45:6  Bo_to_(już) dwa_lata głodu pośród ziemi, a_jeszcze pięć lat, (w)_których_(nie_będzie) ani_orki, ani_żniwa.
Gen 45:7  I_posłał_mnie Bóg przed_wami, aby_przygotować wam resztę na_ziemi, i_zachować_przy_życiu was, dla_ocalenia wielkiego.
Gen 45:8  I_teraz nie_wy wysłaliście mnie tutaj, lecz Bóg. I_ustanowił_mnie na_ojca faraona, i_na_pana całego_domu_jego i_rządzę w_całym_kraju egipskim.
Gen 45:9  Pospieszcie_się, i_pójdźcie do_ojca_mego, i_powiedźcie mu: Tak powiedział syn_twój, Józef, ustanowił_mnie Bóg panem nad_całym_Egiptem. Zejdź do_mnie, nie_stawaj!
Gen 45:10  I_zamieszkasz w_ziemi_Goszen i_będziesz blisko mnie, ty i_synowie_twoi, i_synowie synów_twoich, i_trzody_twoje, i_bydło_twoje, i_wszystko,_co_twoje.
Gen 45:11  I_będę_żywił ciebie tam, bo_jeszcze pięć lat głodu, abyś_nie_zubożał ty i_synowie_twoi, i_wszystko,_co_twoje.
Gen 45:12  A_oto oczy_wasze widzą i_oczy brata_mojego Beniamina, że_usta_moje przemawiają do_was.
Gen 45:13  Opowiedzcie ojcu_mojemu o_całej_chwale_mojej w_Egipcie, i_o wszystkim,_co widzieliście, i_spieszcie_się, i_sprowadźcie **_ojca_mojego tutaj.
Gen 45:14  I_rzucił_się na_szyję Beniaminowi_bratu_swemu, i_płakał, i_Beniamin płakał na_szyi_jego.
Gen 45:15  I_całował wszystkich_braci_swoich, i_płakał nad_nimi, a_potem tak rozmawiali bracia_jego z_nim.
Gen 45:16  A_wieść usłyszano (w)_domu faraona, mówiono: Przybyli bracia Józefa. I_było_(to)_dobre w_oczach faraona, i_oczach sług_jego.
Gen 45:17  I_powiedział faraon do_Józefa: Powiedz do_braci_twoich: To uczyńcie, obładujcie **_juczne_zwierzęta_wasze, i_podążajcie_jadąc do_ziemi kanaanejskiej.
Gen 45:18  I_zabierzcie **_ojca_waszego i_**_rodziny_wasze i_przybywajcie do_mnie, a_dam wam**_dobrą ziemię (w)_Egipcie, i_będziecie_jedli **_to_co_najlepsze tej_ziemi.
Gen 45:19  A_ty będziesz_rozkazywać: To uczyńcie: Weźcie_dla_was z_ziemi egipskiej wozy dla_dzieci_waszych i_dla_żon_waszych, i_weźcie **_ojca_waszego, i_przybywajcie.
Gen 45:20  A_oczy_wasze niech_nie_żałują **_sprzętów_waszych, bo_dobro całej_ziemi Egiptu dla_was (jest)_ono.
Gen 45:21  I_uczynili_tak synowie Izraela. I_dał im Józef wozy według_rozkazu faraona, i_dał im prowiant na_drogę,
Gen 45:22  dla_wszystkich dał, dla_każdego (na)_zmianę szaty, a_dla_Beniamina dał trzy setki srebra i_pięć (na)_zmianę szat.
Gen 45:23  A_dla_ojca_swojego posłał to: dziesięć osłów, niosących z_dóbr Egiptu, i_dziesięć oślic, niosących zboże i_chleb, i_żywność dla_ojca_swego na_drogę.
Gen 45:24  I_odesłał **_braci_swoich, i_poszli, a_powiedział do_nich: Nie_bądźcie_zaniepokojeni w_drodze.
Gen 45:25  I_wyjechali z_Egiptu, i_przybyli (do)_ziemi Kanaan, do_Jakuba, ojca_ich.
Gen 45:26  I_oznajmili mu, mówiąc: Jeszcze Józef żyje, i_bo_on rządzi w_całej_ziemi egipskiej. I_zamarło serce_jego, bo nie_uwierzył im.
Gen 45:27  I_mówili mu ** wszystkie_słowa Józefa, które mówił do_nich, kiedy_ujrzał **_wozy, które_posłał Józef, aby_przywieźć go, ożył duch Jakuba, ojca_ich.
Gen 45:28  I_powiedział Izrael: Dosyć! Jeszcze_Józef, syn_mój żyje! Pójdę i_zobaczę_go, zanim umrę.
Gen 46:1  I_wyruszył Izrael (ze)_wszystkim_co_(było)_jego, i_przybył do_Beer_Szeby, i_ofiarował ofiarę Bogu ojca_swojego, Izaaka.
Gen 46:2  I_przemówił Bóg do_Izraela w_widzeniach nocy, i_powiedział: Jakubie, Jakubie. A_on_powiedział: Oto_(jestem)_ja.
Gen 46:3  I_powiedział: Jam Bóg, Bóg ojca_twego, nie_bój_się zstąpić do_Egiptu, bo_narodem wielkim uczynię_cię tam.
Gen 46:4  Ja zstąpię z_tobą do_Egiptu, i_Ja wyprowadzę_cię, także_wyprowadzając, a_Józef położy rękę_swoją na_oczy_twoje.
Gen 46:5  I_powstał Jakub z_Beer_Szeby, i_powieźli synowie_Izraela **_Jakuba ojca_ich, i_**_dzieci_ich, i_**_żony_ich na_wozach, które_posłał faraon, aby_przywieźć go.
Gen 46:6  I_wzięli **_bydło_ich i_**_dobytek_ich, który nabyli w_ziemi Kanaan. I_przybyli do_Egiptu Jakub i_całe_potomstwo_jego z_nim.
Gen 46:7  Synowie_jego i_synowie synów_jego z_nim, córki_jego i_córki synów_jego, i_całe_potomstwo_jego sprowadził ze_sobą do_Egiptu.
Gen 46:8  A_takie_(są) imiona synów_Izraela, przybyłych do_Egiptu: Jakub i_synowie_jego: pierworodny Jakuba, Ruben.
Gen 46:9  I_synowie Rubena: Henoch i_Pallu, i_Chesron, i_Karmi.
Gen 46:10  I_synowie Symeona: Jemuel i_Jamin, i_Ohad, i_Jakin, i_Sochar, i_Szaul, syn_Kananejki
Gen 46:11  I_synowie Lewiego: Gerszon, Kehat i_Merari.
Gen 46:12  I_synowie Judy: Er i_Onan, i_Szela, i_Peres, i_Zerach. I_umarł Er i_Onan w_ziemi Kanaan. A_byli synami_Peresa: Chesron i_Chamul.
Gen 46:13  I_synowie Issachara: Tola i_Puwwa, i_Job, i_Szimron.
Gen 46:14  I_synowie Zebulona: Sered i_Elon, i_Jachleel.
Gen 46:15  Oto synowie Lei, których urodziła Jakubowi w_Paddan_Aram i_** Dina córka_jego. Wszystkich_osób, synów_jego i_córek_jego (było)_trzydzieści i_trzy.
Gen 46:16  I_synowie Gada: Sifion i_Chaggi, Szuni i_Esbon, Eri i_Arodi, i_Areli.
Gen 46:17  I_synowie Aszera: Jimnai_Jiszwa, i_Jiszwi, i_Beria, i_Serach, siostra_ich. I_synowie Berii: Cheber i_Malkiel.
Gen 46:18  Oto synowie Zilpy, którą_dał Laban Lei, córce_swojej. I_urodziła **_tych Jakubowi, sześć (i)_dziesięć osób.
Gen 46:19  Synowie Racheli, żony Jakuba, Józef i_Beniamin.
Gen 46:20  I_urodzili_się Józefowi w_ziemi egipskiej, których urodziła_mu Asenat córka_Poti_Fera, kapłana (z)_On: **_Manasses i_**_Efraim.
Gen 46:21  I_synowie Beniamina: Bela i_Beker, i_Aszbel, Gera i_Naaman, Echi i_Rosz, Muppim i_Chuppim, i_Ard.
Gen 46:22  Oto synowie Racheli, których urodziła Jakubowi, wszystkich_osób cztery (i)_dziesięć.
Gen 46:23  I_synowie_Dana: Chuszim.
Gen 46:24  I_synowie Neftalego: Jachseel i_Guni, i_Jeser, i_Szillem.
Gen 46:25  Oto synowie Bilhy, którą_dał Laban Racheli, córce_swojej, i_urodziła **_tych Jakubowi wszystkich_osób siedem.
Gen 46:26  Wszystkich_osób przybyłych z_Jakubem do_Egiptu, którzy_wyszli (z)_bioder_jego, poza żonami synów_Jakuba, wszystkich_osób_(było) sześćdziesiąt i_sześć.
Gen 46:27  A_synów Józefa, którzy_urodzili_się_mu w_Egipcie [osób] było_dwóch. Wszystkich_osób z_domu_Jakuba przybyło do_Egiptu siedemdziesiąt.
Gen 46:28  A_**_Judę posłał przed_sobą do_Józefa, aby_wskazać przed_sobą (drogę)_do_Goszen. I_przybyli do_ziemi Goszen.
Gen 46:29  I_zaprzągł Józef rydwan_swój, i_wyjechał (na)_spotkanie_Izraela, ojca_swego do_Goszen. I_ukazał_się mu, i_padł na_szyję_jego, i_płakał na_szyi_jego jeszcze.
Gen 46:30  I_powiedział Izrael do_Józefa: Mogę_umrzeć tym_razem, potem_(gdy) ujrzałem **_twarz_twoją, bo jeszcze_tyś żywy
Gen 46:31  I_powiedział Józef do_braci_swoich, i_do_domu ojca_swojego: Pójdę i_doniosę faraonowi, i_powiem mu: Bracia_moi i_dom_ojca_mego, który_(był) w_ziemi_Kanaan, przybyli do_mnie.
Gen 46:32  A_ci_ludzie_(są) pasterzami trzód, bo_hodowcami bydła byli, i_trzodę_swoją, i_bydło_swoje, i_wszystko,_co ich, przyprowadzili.
Gen 46:33  I_będzie, że_wezwie was faraon i_powie: Jakie_(jest)_zajęcie_wasze?
Gen 46:34  I_powiecie: Hodowcami bydła byli słudzy_twoi, od_młodości_naszej aż_do_teraz, **_my, także_ojcowie_nasi, z_tego_powodu zamieszkacie w_ziemi Goszen, bo_obrzydzeniem_(jest)(dla)_Egipcjan każdy_pasterz trzód.
Gen 47:1  I_przybył Józef, aby_powiadomić faraona, i_powiedział: Ojciec_mój i_bracia_moi, i_trzody_ich, i_bydło_ich, i_wszystko,_co ich, przybyli z_ziemi Kanaan, i_oto_(są)_oni w_ziemi Goszen.
Gen 47:2  A_spośród braci_swych wziął pięciu mężów i_zaprowadził przed_oblicze faraona.
Gen 47:3  I_powiedział faraon do_braci_jego: Jakie_(jest)_zajęcie_wasze? I_powiedzieli do_faraona: Pasterzami trzód_(są) słudzy_twoi, **_my także_ojcowie_nasi.
Gen 47:4  I_powiedzieli do_faraona: Zamieszkać w_tym_kraju przybyliśmy, bo_nie_ma pastwiska dla_trzód, które_(należą) do_sług_twoich, bo_(panuje)_ciężki głód w_ziemi Kanaan. A_teraz, niech_osiądą_**, słudzy_twoi w_ziemi Goszen.
Gen 47:5  I_powiedział faraon do_Józefa, mówiąc: Ojciec_twój i_bracia_twoi przybyli do_ciebie.
Gen 47:6  Ziemia Egiptu przed_tobą (jest)_[ona]. W_najlepszej_(części) ziemi osadź **_ojca_twego i_**_braci_twoich. Niech_osiądą w_ziemi Goszen. A_jeśli_wiesz, że_są_wśród_nich ludzie_dzielni, to_ustanów_ich nadzorcami stad, nad_tym,_co_moje.
Gen 47:7  I_sprowadził Józef **_Jakuba ojca_swego, i_przedstawił_go przed_obliczem faraona. I_pobłogosławił Jakub **_faraona.
Gen 47:8  I_powiedział faraon do_Jakuba: Ile dni lat_(liczy) życie_twoje?
Gen 47:9  I_powiedział Jakub faraonowi: Dni lat pobytu_mojego (to)_trzydzieści i_sto lat. Krótkie i_smutne były dni lata życia_mojego, i_nie osiągnęły**_dni lat życia ojców_moich w_dniach pobytu_ich.
Gen 47:10  I_pobłogosławił Jakub **_faraona, i_wyszedł sprzed_oblicza faraona.
Gen 47:11  I_osiedlił Józef **_ojca_swojego i_braci_swoich, i_dał im posiadłość w_ziemi Egiptu, w_najlepszej_części tej_ziemi, w_ziemi Ramsesa, jak rozkazał faraon.
Gen 47:12  I_zaopatrywał Józef **_ojca_swego, i_**_braci_swych, i_** cały_dom ojca_swego (w)_chleb odpowiednio (do)_dzieci.
Gen 47:13  A_chleba nie_(było) na_całej_ziemi, bo_ciężki_(był) głód bardzo, i_wyczerpana_była ziemia Egiptu, i_ziemia Kanaan z_powodu głodu.
Gen 47:14  Wtedy_zebrał Józef **_całe_srebro, które_się_znajdowało w_ziemi_Egiptu i_w_ziemi Kanaanu, za_zboże, które_oni kupowali, i_przyniósł Józef **_to_srebro do_domu faraona.
Gen 47:15  I_zabrakło srebra z_ziemi Egiptu, i_z_ziemi Kanaanu, i_przybyli wszyscy_Egipcjanie do_Józefa, mówiąc: Daj_nam chleba! Dlaczego mamy_umrzeć przed_tobą, bo zbrakło srebra.
Gen 47:16  I_powiedział Józef: Oddajcie stada_wasze, a_dam wam w_zamian_za_stada_wasze, jeśli_zabrakło srebra.
Gen 47:17  I_przyprowadzili **_stada_swoje do_Józefa, i_dał im Józef chleb za_konie, i_za_stada owiec, i_za_stada bydła, i_za_osły, i_zaopatrywał_ich w_chleb za_wszystkie_stada_ich w_roku tym.
Gen 47:18  Gdy_upłynął rok ten, i_przybyli do_niego w_roku drugim, i_powiedzieli mu: Nie_będziemy_ukrywać przed_panem_moim, że gdy_wyczerpało_się srebro, a_stada bydła_(należą) do_pana_mojego, nie pozostało_(nic) przed panem_moim, prócz tylko_ciał_naszych i_ziemi_naszej.
